Identifikationsnr|Typ av objekt|Benämning|Material|Namn-Konstnär|Konstnär-KulturNav|Namn-Konstruktör|Konstruktör-KulturNav|Namn-Konstruktör|Namn-Fotograf|Namn-Tillverkare|Namn-Tillverkare|Namn-Tillverkare|Datering-Fotografering|Datering-Produktion|Avbildade namn|Avbildade-KulturNav|Avbildade namn|Avbildade namn|Avbildade - orter|Ämnesord|Beskrivning|Motiv-ämnesord|Motiv-beskrivning|Rättigheter|Samling|Dimukode
Fo220740|Foto||||||||Cardoso, D. S.||||1955||LAENNEC|||||||Motorfartyg, Passagerarmotorfartyg||Utgången skyddstid|Sjöhistoriska museet|011015400912
Fo220844|Foto||||||||Skyfotos||||1950||ORANJEFONTEIN|||||||Motorfartyg, Passagerarmotorfartyg||Utgången skyddstid|Sjöhistoriska museet|011015400897
Fo220849|Foto||||||||Skyfotos||||1952||ORION|||||||Passagerarångare, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011015414694
Fo220881|Foto||||||||Rayner, T.||||1954||PRINCE CHARLES|||||||Passagerarångare, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021015769515
Fo221093|Foto||||||||Okänd fotograf||||1881||WÄDDÖ KANAL|||||||Kustångare, Leveransfotografi, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021015769654
Fo225138|Foto||||||||Okänd fotograf||||||IMPERATOR|||||||Passagerarfartyg, Passagerarångfartyg, Vykort, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011015400002
Fo225261|Foto||||||||Okänd fotograf||||||NEW AUSTRALIA|||||||Passagerarfartyg, Passagerarturbinångfartyg, Turbinfartyg, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011015402228
Fo225306|Foto||||||||Okänd fotograf||||||RIMUTAKA|||||||Passagerarfartyg, Passagerarturbinångfartyg, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011015402229
Fo24220A|Foto||||||||Okänd fotograf||||1925||BUCKAU||||Stockholms ström|||Buckau, Experimentfartyg, Logårdstrappan, Rotorfartyg, Rotorschiff||Utgången skyddstid|Sjöhistoriska museet|021015708382
Fo42301|Foto||||||||Okänd fotograf||||||GUSTAV VASA||||Medelpads landsbygd|||Hjulångare, Sågverk||Utgången skyddstid|Sjöhistoriska museet|021015771916
Fo54404A|Foto||||||||Palmqvist, Bo||||1971||STARKE|||||||Färja, Tågfärja, Tågångfärja, Ångfartyg||Erkännande-Dela lika|Sjöhistoriska museet|011015417690
Fo57172|Foto||||||||Okänd fotograf||||||OCEANIC|||||||Atlantångare, Passagerarfartyg, Passagerarångfartyg, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|011015400342
Fo7036A|Foto||||||||Okänd fotograf/Hansen & Pedersen||||||DICTO||||Köpenhamn, Danmark|||Lastmotorfartyg, Lastfartyg||Utgången skyddstid|Sjöhistoriska museet|021015510832
Fo73512|Foto||||||||Okänd fotograf||||||HERNÖSAND I||||Härnösand|||Hjulångare, Ångbåt, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021015775261
Fo81276A|Foto||||||||Okänd fotograf||||||PREUSSEN|||||||Färja, Tågfärja, Tågångfärja, Ångfärja||Utgången skyddstid|Sjöhistoriska museet|021015776471
Fo9160|Foto||||||||Okänd fotograf||||||NEVA|||||||Lastångfartyg, Ångfartyg||Utgången skyddstid|Sjöhistoriska museet|021015779395
ID 241|Föremål|Sparbössa|Koppar||||||Karlsson, Anneli|||||||||||Skråväsende, Timmerman, Timmermanslaget|Sparbössa av koppar med hänglås av järn. Inskrift: "Stoftwäfwarnas Fattig Bössa A:W:S:B:I.M.M.D.M.L. Anno 1769."|||Erkännande-Dela lika|Sjöhistoriska museet|021025899958
ID 242|Föremål|Tennkanna|||||||Karlsson, Anneli|||||||||||Skråväsende, Timmerman|Tennkanna med bågböjt sidohandtag, snås och fällock. Tillhört timmermanslaget vid Södra varvet, Stockholm|||Erkännande-Dela lika|Sjöhistoriska museet|021025913499
ID 257|Föremål|Tryckpress, fältpress|||||||Karlsson, Anneli|||||||||||Tryckning, Tryckeri, Fält, Grafik, Grafisk|Tryckpress för fältbruk, s.k. fältpress, från första hälften av 1800-talet|||Erkännande-Dela lika|Sjöhistoriska museet|011024789980
ID 259.19|Föremål|Modell|Gips||||||Okänd fotograf|||||||||||Öppen stenkolsfyr|Modell av öppen stenkolsfyr vid HOLMÖGADD (1779-1838)||Öppen stenkolsfyr|Erkännande-Dela lika|Sjöhistoriska museet|011024790013
O 00008|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|Psilander||||Före 1748|GÖTA LEJON||ENIGHETEN|||Linjeskepp||||Erkännande-Dela lika|Sjöhistoriska museet|021025898367
O 00014|Föremål|Fartygsmodell|Trä||||||Klintefors, Erling|Familjen Sheldon||||ca 1778|WASA|||||Linjeskepp|Fartygsmodell av linjeskeppet WASA byggt 1778|||Erkännande-Dela lika|Sjöhistoriska museet|011024822500
O 00016|Föremål|Fartygsmodell|Textil, Trä, Tågvirke|||Chapman, Fredrik Henrik af|||Karlsson, Anneli|||||1790|FÖRSIKTIGHETEN|||||Linjeskepp|Fullriggat med segel, flagga och vimpel. Skulpterad akterspegel med förgyllning, galjon och kranbalkar. 66 metallkanoner|||Erkännande-Dela lika|Sjöhistoriska museet|011024822502
O 00018|Föremål|Fartygsmodell|Furu||||||Karlsson, Anneli|Neuendorf , Johan||||Ca 1780|GUSTAV IV ADOLF|||||Örlogsmodell, Linjeskepp|6-planig undervisningsmodell av origgat linjeskepp. Portar för 74 kanoner|||Erkännande-Dela lika|Sjöhistoriska museet|011024822503
O 00022|Föremål|Fartygsmodell|Textil, Metall, Trä||||||Okänd fotograf|Chapman, Fredrik Henrik af|||||BELLONA|||||Fregatt, Örlogsfartyg|Kanoner av metall|||Erkännande-Dela lika|Sjöhistoriska museet|011024822508
O 00023|Föremål|Fartygsmodell|Metall, Trä||||||Mörrby, Jahn|Chapman, Fredrik Henrik af|||||BELLONA|||||Fregatt, Örlogsfartyg|Långskeppsdelad undervisningsmodell med inredning. Styrbords halva av fregatten|||Erkännande-Dela lika|Sjöhistoriska museet|011024822512
O 00025|Föremål|Fartygsmodell|Furu, Trä, Ek||||||Karlsson, Anneli|||||1780-talet||||||Akterskepp, Fregatt, Genomskärning, Karlskrona modellkammare|Akterskepp, styrbords sida, byggnads och inredningsmodell, fregatt. Borden under berghultet endast delvis isatta. Obetydligt defekt. Stativ av trä. Karlskrona modellkammare 1780-tal||Akterskepp av fregatt|Erkännande-Dela lika|Sjöhistoriska museet|011024822519
O 00026|Föremål|Fartygsmodell|Furu||||||Karlsson, Anneli|Modellkammaren i Stockholm||||1700-tal slutet||||||Linjeskepp, Örlogsfartyg|Förskepp av linjeskepp med galjon och del av bogspröt, Å galjonskorgen skulpturer av pastellage. Försedd med märla för väggupphängning||Linjeskepp|Erkännande-Dela lika|Sjöhistoriska museet|011024822522
O 00027|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|Modellkammaren i Stockholm||||||||||Linjeskepp, Örlogsfartyg|Fartygsmodell, halvmodell, linjeskepp på spant med bordläggning ovan berghultet. Fästad på träskiva med inristad linjeritning||Linjeskepp|Erkännande-Dela lika|Sjöhistoriska museet|021025898387
O 00030|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|Timmermannen ombord Lovisa Ulrica|||||LOVISA ULRIKA|||||Handelsfartyg, Linjefartyg, Linjeskepp||||Erkännande-Dela lika|Sjöhistoriska museet|011024822528
O 00031|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|Carlström, J. G.||||1902-04|AMPHION|||||Kunglig, Kunglig skonert, Lustjakt, Skonert, Skärgårdsfregatt|Fartygsmodell, kunglig skonert, AMPHION. Riggad med segel och vimpel. Bordlagd på spant med däcksinredning|||Erkännande-Dela lika|Sjöhistoriska museet|011024822533
O 00037|Föremål|Fartygsmodell|Trä||||||Okänd fotograf|Chapman, Fredrik Henrik af|||||INGEBORG|||||Skärgårdsfregatt, Udema, Örlogsfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|021025898397
O 00041|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|||||||||||Kanonslup, Landstigningsbåt, Landstigningskanonslup|Båtmodell, landstigningskanonslup, origgad. Byggd i ett stycke med däcksinredning. 14 par årtullar, 10 st åror. Svartmålad med fernissade gångbord||Kanonslup|Erkännande-Dela lika|Sjöhistoriska museet|011024822540
O 00045|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|||||||||||Kanonbarkass, Kanonbåt, Örlogsfartyg|Modell av tvåmastad kanonbarkass med bogspröt, gafflar och bommar utan segel. Gösstake, roder och rorkult. 8 par årtullar, 8 stycken röda åror||Kanonbarkass|Erkännande-Dela lika|Sjöhistoriska museet|021025725657
O 00047|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|||||||||||Mörsarbarkass, Örlogsfartyg|Båtmodell, mörsarbarkass, riggad med mast och spri utan segel. Bordlagd på mall, kravell, med däcksinredning||Mörsarbarkass|Erkännande-Dela lika|Sjöhistoriska museet|011024822543
O 00051|Föremål|Fartygsmodell|Trä||||||Hedin, Björn|Chapman, Fredrik Henrik af||||||||||Kanonslup|Kanonslup av 1776 års typ, origgad. Bordlagd på spant, kravell, med inredning. 15 par årtullar. 10 st åror. Roder med rorkult. Fernissad med svart reling och röd relingskant||Kanonslup|Erkännande-Dela lika|Sjöhistoriska museet|021025898408
O 00056|Föremål|Fartygsmodell|Trä||||||Okänd fotograf|Chapman, Fredrik Henrik af||||||||||Kanonjolle|Båtmodell, kanonjolle av 1788 års typ. Origgad. Bordlagd på spant, kravell med inredning||Kanonjolle|Erkännande-Dela lika|Sjöhistoriska museet|021025898435
O 00062|Föremål|Fartygsmodell|Trä||||||Jonson, Johan|Urholm, G.||||1791||||||Pråm, Skärgårdspråm|21 kanoner och 2 mörsare på däck||Skärgårdspråm|Erkännande-Dela lika|Sjöhistoriska museet|011024822547
O 00069|Föremål|Fartygsmodell|Metall, Trä||||||Karlsson, Anneli|||||||||||Gigg|Båtmodell, gigg, bordlagd på spant, kravell, med fullständig inredning. Roder med rorkult av metall. 8 st årtullar. Vitmålad med fernissad reling, bänkar och sittrum. Innerbotten och trall gråmålade. Stativ fernissat||Gigg|Erkännande-Dela lika|Sjöhistoriska museet|021025898453
O 00074|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|||||||||||Gigg|Gigg, bordlagd på spant, klink med fullständig inredning. 6 årtullar, 6 åror. Roder med skädda. Fernissad, Stativ fernissat. Masten saknas||Gigg|Erkännande-Dela lika|Sjöhistoriska museet|011024822553
O 00085|Föremål|Fartygsmodell|Metall, Trä||||||Karlsson, Anneli|||||1836|JOSEPHINE|||||Barkass, Fregatt, Låringsbåt, Undervisningsmodell|Undervisningsmodell av fregatten Josephine, fullriggad med segel, flagga och vimpel. Utan undervattenskropp|||Erkännande-Dela lika|Sjöhistoriska museet|011024822555
O 00087|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli||||||EUGENIE|||||Akterskepp, Fregatt|Fartygsmodell, fregatten Eugenie, akterskepp, övervattenskropp. Grovt hoptimrad. Svartmålad med vitt batteri, vitsvart och gråmålad akerspegel med balkong. Svart räcke. Defekt|||Erkännande-Dela lika|Sjöhistoriska museet|021025898465
O 00090|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli||||||STOCKHOLM|http://kulturnav.org/94dcaa62-27fa-406d-a467-ea23b88a508e||||Akterskepp, Linjeskepp|Fartygsmodell, linjeskepp, Stockhlm, akterskepp, halvmodell, babordssida, övervattenskropp|||Erkännande-Dela lika|Sjöhistoriska museet|011024822558
O 00098|Föremål|Fartygsmodell|Metall, Trä||||||Karlsson, Anneli|||||Ca 1850||||||Akterskepp, Ångfartyg|Fartygsmodell, ångfartyg, akterskepp, fästad till bottenplatta. Byggd i block med rörligt roder||Akterskepp av ångfartyg|Erkännande-Dela lika|Sjöhistoriska museet|021025898471
O 00102|Föremål|Propeller|Metall, Trä||||||Ulfstedt, Ingrid|||||||||||John Ericsson, Propeller|Propellermodell, John Ericssons konstruktion, sexbladig med axel och vev monterat till en propellerhylsa av trä, fästad till en träplatta|||Erkännande-Dela lika|Sjöhistoriska museet|021025738792
O 00111|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli||||||SAGA|http://kulturnav.org/0f1461ed-6342-46ef-ba27-478b0d014542||||Förskepp, Korvett, Modell|Fartygsmodell, korvett, Saga, förskepp. Lamellbyggd. Galjonsfigur i pastellage. Bogspröt med stampstag|||Erkännande-Dela lika|Sjöhistoriska museet|021025898483
O 00116|Föremål|Fartygsmodell|Järn, Trä||||||Jonson, Johan|Thunberg, Daniel af||||1770 - 1780||||||Ubåt|||Ubåt|Erkännande-Dela lika|Sjöhistoriska museet|021025915816
O 00138|Föremål|Fartygsmodell|Trä, troligen asp||||||Karlsson, Anneli|||||||||||Flytdocka, Holländsk kamel|Modellen är utförd öppen med konstuktionsdetaljerna synliga||Holländs kamel|Erkännande-Dela lika|Sjöhistoriska museet|021025899063
O 00156|Föremål|Fartygsmodell|Textil, Trä, Tågvirke||||||Karlsson, Anneli|Stockholms örlogsvarv||||1922||||||Roslagsjakt, Roslagsskuta, Sandkil, Segeljakt, Skuta|Riggad modell av sandkil||Sandkil|Erkännande-Dela lika|Sjöhistoriska museet|011024822575
O 00157|Föremål|Fartygsmodell|Textil, Trä, Tågvirke||||||Karlsson, Anneli|Hägg, Jacob||||||||||Blekingeeka|Båtmodell, blekingseka, bordlagd på spant, klink, fullständigt inredd. Riggad med segel||Blekingeeka|Erkännande-Dela lika|Sjöhistoriska museet|021025737686
O 00160|Föremål|Fartygsmodell|Trä||||||Karlsson, Anneli|||||||||||Projekt, Roddapparat, Roddbåt, Roddmaskin|Båtmodell av mekaniskt roddfartyg byggt i ett stycke med hjulverk och roddbladsbärlingar. Projekt till roddmaskin från slutet av 1700-talet. Roddapparat||Projekt till roddmaskin|Erkännande-Dela lika|Sjöhistoriska museet|021025915820
O 00161|Föremål|Fartygsmodell|Trä, Tågvirke||||||Karlsson, Anneli|||||||||||Fyrlanterna, Fyrskepp, Jolle, Livbåt|Fartygsmodell, fyrskepp. Byggd i ett stycke av trä med däcksinredning. Riggad, 2 master med ballonger och fyrlanternor. Bogspröt och flaggspel||Fyrskepp|Erkännande-Dela lika|Sjöhistoriska museet|021025819278
O 00166|Föremål|Fartygsmodell|Trä||||||Okänd fotograf||||||WIDAR|||||Pråm, Sjuktransportpråm|Modell av sjuktransportfartyget Widar, kravellbyggd. Inredning med 12 sängar och 12 nattygsbord, kamin samt torrklosett bakom bakom ett grönt förhänge|||Erkännande-Dela lika|Sjöhistoriska museet|011024822580
O 00286|Föremål|Himmelsglob|Mässing, Trä, Papper||||||Karlsson, Anneli|Blaeu, Willem Guiljelmus|||2014|1640||||||1600-tal, Himmelsglob||||Erkännande-Dela lika|Sjöhistoriska museet|011024822612
O 00287|Föremål|Jordglob|Mässing, Trä, Papper||||||Karlsson, Anneli|Blaeu, Willem Guiljelmus|||2014|1640||||||1600-tal, Jordglob||||Erkännande-Dela lika|Sjöhistoriska museet|011024822614
O 00288|Föremål|Jordglob|||||||Karlsson, Anneli|Vetenskapsakademien||||1804||||||Jordglob||Världskarta||Erkännande-Dela lika|Sjöhistoriska museet|021025522073
O 00351|Föremål|Ropare|Plåt||||||Karlsson, Anneli|||||||||||1700-tal||||Erkännande-Dela lika|Sjöhistoriska museet|021025899961
O 00355|Föremål|Ropare|Järnplåt||||||Karlsson, Anneli|||||||||||Stormropare|Föremålets form: Trumpetformad|||Erkännande-Dela lika|Sjöhistoriska museet|021025899962
O 00362|Föremål|Ropare|Järnplåt||||||Karlsson, Anneli|||||||||||1700-tal, Dristigheten, Stormropare|Föremålets form: Trumpetformad|||Erkännande-Dela lika|Sjöhistoriska museet|021025899963
O 00367|Föremål|Misthorn|Bleck||||||Karlsson, Anneli|||||||||||Navigation, Varning, Signalering, Dimma|Föremålets form: Cylindrisk|||Erkännande-Dela lika|Sjöhistoriska museet|011024822672
O 00564|Föremål|Passare|Stål||||||Karlsson, Anneli|||||||||||Krumpassare|Föremålets form: Dubbel med S-formade ben|||Erkännande-Dela lika|Sjöhistoriska museet|011024822766
O 00668|Föremål|Block|Järn, Trä||||||Karlsson, Anneli|||||||||||Jungfrublock|3- skivigt format till schackel med skruvbult och mutter. Upptaget i Kalmarsund 1910 - 11|||Erkännande-Dela lika|Sjöhistoriska museet|021025899964
O 00675|Föremål|Topplänteblock|Järn, Ek||||||Karlsson, Anneli|||||||||||Topplänteblock|Föremålets form: Äggformad|||Erkännande-Dela lika|Sjöhistoriska museet|021025899966
O 00682|Föremål|Block för tågstropp|Pockenholz, Ek||||||Karlsson, Anneli|||||||||||Riggdetalj, Tackel, Tåg||||Erkännande-Dela lika|Sjöhistoriska museet|021025899967
O 00691|Föremål|Syskonblock|Trä||||||Karlsson, Anneli|||||||||||Syskonblock||||Erkännande-Dela lika|Sjöhistoriska museet|021025899965
O 00730|Föremål|Kastblock|Pockenholz, Ek||||||Karlsson, Anneli|||||||||||Riggdetalj, Tackel, Tåg|Nagel av trä, obussad. Hål för stropp av tross|||Erkännande-Dela lika|Sjöhistoriska museet|021025899972
O 00734|Föremål|Upphalningsblock|Bok, Ben||||||Karlsson, Anneli|||||||||||Riggdetalj, Tackel, Tåg, Tågvirke||||Erkännande-Dela lika|Sjöhistoriska museet|021025899970
O 00745|Föremål|Block|Pockenholz, Ek||||||Karlsson, Anneli|||||||||||Dubbelblock|Block, dubbelt, ek, skivor av pockenholtz, nagel av trä. Stroppad med bänsel och kaus jämte hake. Rödmålat|||Erkännande-Dela lika|Sjöhistoriska museet|021025899968
O 00751|Föremål|Fiolblock|Järn, Ek||||||Karlsson, Anneli|||||||||||Syskonblock|Syskonblock, ek, fiolformat, skivor av järn, nagel av järn, Vitmålat|||Erkännande-Dela lika|Sjöhistoriska museet|021025915827
O 00795|Föremål|Dotkopp|Ek||||||Karlsson, Anneli|||||||||||Dödhuvud, Dödblock, Block, Skotblock||||Erkännande-Dela lika|Sjöhistoriska museet|021025899969
O 00796|Föremål|Rackklot|Ek||||||Karlsson, Anneli|||||||||||Rack, Rundhult||||Erkännande-Dela lika|Sjöhistoriska museet|021025899971
O 00798|Föremål|Lejdarklot|Björk||||||Karlsson, Anneli|||||||||||Lejdare, Lejdarblock||||Erkännande-Dela lika|Sjöhistoriska museet|021025899973
O 00801|Föremål|Lejdarklot|Ek||||||Karlsson, Anneli|||||||||||Lejdare, lejdarblock||||Erkännande-Dela lika|Sjöhistoriska museet|021025899974
O 00803|Föremål|Staglits|Ek||||||Karlsson, Anneli|||||||||||Stag, Segel, Rundhult||||Erkännande-Dela lika|Sjöhistoriska museet|021025899975
O 00828|Föremål|Bläckhorn|||||||Karlsson, Anneli|||||||||||Skrivdon, Skriva, Fjäderpenna, Bläck||||Erkännande-Dela lika|Sjöhistoriska museet|021025899977
O 00829|Föremål|Sanddosa|||||||Karlsson, Anneli|||||||||||Skrivdon, Bläck, Ströare|Sanddosa, bleck , cylindrisk med genomstunget, pålött lock|||Erkännande-Dela lika|Sjöhistoriska museet|021025899978
O 00834|Föremål|Dokumentsfodral|Bleck||||||Karlsson, Anneli|||||||||||Fodral, Dokument, Förvaring, Skydd, Emballage|Föremålets form: Konvex framsida, konkav baksida|||Erkännande-Dela lika|Sjöhistoriska museet|021025899979
O 00999|Föremål|Dykarhjälm|Metall, Glas||||||Orstadius, Hans|||||||||||Dykeri, Tungdykare, Hjälm|Dykarhjälm, modifierad Fahnehjelm från ca 1840-50-tal, med 4 fönster försedda med gardejärn|||Erkännande-Dela lika|Sjöhistoriska museet|011024822898
O 01420|Föremål|Modell|Metall, Trä||||||Karlsson, Anneli|||||||||||Högtrycksångmaskin|||Högtrycksångmaskin|Erkännande-Dela lika|Sjöhistoriska museet|021025899980
O 02632.A-B|Föremål|Stickert, balja|||||||Karlsson, Anneli|||||||||||Blankvapen, Stickvapen||||Erkännande-Dela lika|Sjöhistoriska museet|021025899981
O 03246|Föremål|Kruttunna|Furu||||||Karlsson, Anneli|||||||||||Kruttunna|Kruttunna av laggat furuträ med vidjeband upptill och nedtill. Lock saknas|||Erkännande-Dela lika|Sjöhistoriska museet|011024823622
O 04311|Föremål|Fruktpress|Trä, Gjutjärn||||||Karlsson, Anneli|||||||||||Matberedning|Gjutjärn, med cylinder av trä. Höjd: 70 cm Bredd: 42 cm|||Erkännande-Dela lika|Sjöhistoriska museet|011024824172
O 04799|Föremål|Modell, spantlave för bogförtimmer|||||||Karlsson, Anneli|||||||||||Bogförtimmer, Modell, Spantlave|Bogförtimring, modell till ett 60- kanonskepp. Replik av modellen N:o 133 i Karlskrona sjöhistoriska samlingar|||Erkännande-Dela lika|Sjöhistoriska museet|021025899982
O 04800|Föremål|Modell, spantlave för låringsförtimmer|||||||Karlsson, Anneli|||||||||||Låringsförtimmer, Modell, Spantlave||||Erkännande-Dela lika|Sjöhistoriska museet|021025899983
O 04933|Föremål|Flagga|Siden||||||Kristensson, Karolina|||||||||||RYSKA ÖRNEN|Flaggan funnen ombord på VLADISLAFF, det ryska skepp, som erövrades i slaget vid Hogland 17 juli 1788|||Erkännande-Dela lika|Sjöhistoriska museet|011024824298
O 05177|Föremål|Koger|||||||Kristensson, Karolina|||||||||||Krut, Behållare, Gustav III, Ammunition|Koger, 4-pund. trä, cylindriskt, lock utan stropp. Öron av trä, gråmålat|||Erkännande-Dela lika|Sjöhistoriska museet|011024824437
O 05193|Föremål|Koger|||||||Kristensson, Karolina|||||||||||Koger, Krutkoger, Ammunition|Krutkoger, 3-pund. Märkt: Flottans vapen 3 P 1729|||Erkännande-Dela lika|Sjöhistoriska museet|011024824439
O 05915|Föremål|Instrumentkista|fodral av läder, handtag av mässing, Polerad ek||||||Kristensson, Karolina|Ponsbach, C. F.||||||||||Instrumentkista, Sjukvård, Sjukvårdsutrustning|Kista helt fodrad invändigt med röd sammet och med löst innerfack av mahogny. Den har tillhört sjukvårdsutredning ombord för kanonjoll och varit förvarad å Sjukhusförrådet|||Erkännande-Dela lika|Sjöhistoriska museet|011024824806
O 06232|Föremål|Minnestavla|||||||Karlsson, Anneli|||||||||||Minnestavla, Sheldon|Minnestavla, plåt, gråmålad, text. inom målade pelare med över- och understycke|||Erkännande-Dela lika|Sjöhistoriska museet|011024824926
O 07849|Föremål|Torpedsikte|||||||Billemyr, Mattias|||||||||||Torpedsikte||||Erkännande-Dela lika|Sjöhistoriska museet|011024825348
O 08125|Föremål|Plånbok|||||||Karlsson, Anneli|||||||||||Safian, Sheldon|Plånbok, saffian, röd, tre fack av grönt papper. Slejf|||Erkännande-Dela lika|Sjöhistoriska museet|011024825498
O 08289|Föremål|Stormast|||||||Karlsson, Anneli|||||||||||Mast, Stormast||||Erkännande-Dela lika|Sjöhistoriska museet|021025899984
O 08342|Föremål|Skeppsklocka|Brons, Järn||||||Karlsson, Anneli|||||1904||||||Glasklocka, Skeppsklocka, Torpedbåt||||Erkännande-Dela lika|Sjöhistoriska museet|021025907847
O 08351.1-2|Föremål|Sköld|||||||Karlsson, Anneli|||||||||||Fartygsornament, Ornament, Tre kronor|Sköldar, 2 st, ovala, trä. 3 st förgyllda kronor på blå, svagt kupig, refflad botten. Kantlisten svart med 8 st. knappar. På baksidan 2 st. haspar för sköldens fästande|||Erkännande-Dela lika|Sjöhistoriska museet|011024825588
O 08353.3|Föremål|Stävmärke|Metall||||||Karlsson, Anneli|||||||||||Stävmärke|Stävmärken, krönt sköld, omgiven av voluter. I mitten ett T över en bjälke (tecknad figur) 4 stycken hål för fästskruvar. Botten blå, bjälken gul, T-t silver. Kronan med ifylld röd färg. Tillhört pansarskeppet Tapperheten|||Erkännande-Dela lika|Sjöhistoriska museet|021025899985
O 08676|Föremål|Virkesstans|||||||Karlsson, Anneli|||||||||||Stans, Virkesstans|Virkesstans. Smidd hammare med björskaft. I kortändan en stämpel i relief. På sidan en inslagen kassationsstämpel|||Erkännande-Dela lika|Sjöhistoriska museet|021025899986
O 08677|Föremål|Sigillstämpel|Järn, trä||||||Karlsson, Anneli|||||||||||Stämpel, Flottans konstruktionskontor|Sigillstämpel försedd med svarvat, mörkbetsat trähandtag. Stampen oval. Text kring lilla riksvapnet: "Kongl. Flottornas Construktions Contoris sigilll"|||Erkännande-Dela lika|Sjöhistoriska museet|011024825718
O 08678|Föremål|Sigillstämpel|Järn||||||Karlsson, Anneli|||||||||||Stämpel|Sigillstämpel Försedd med svarvat, mörkbetsat trähandtag. Stampen oval. Text kring lilla riksvapnet: "Kongl. Mariningenjör Statens Chefsexpedition"|||Erkännande-Dela lika|Sjöhistoriska museet|021025899987
O 08740|Föremål|Modell|Trä||||||Karlsson, Anneli|Chapman, Fredrik Henrik af||||||||||Deplacement. Demonstrationsmodell|Demonstrationsmodell, kub av trä, gråmålad med grön översida. Märkt med text: ... Alt detta är för att göra den nya Methoden, att Construera Skepps Ritningar, mera begripelig...”||Demonstartionsmodell för deplacement|Erkännande-Dela lika|Sjöhistoriska museet|021025899989
O 08744|Föremål|Modell|||||||Karlsson, Anneli|||||||||||Demonstrationsmodell, Skeppsritningar|Demostrationsmodell för Skeppsritningar, parallellipipedisk, av gråmålat trä med grön övrsida. Första ämnet för Demostrations Modellen, ett parallellopipedium till 20 Can. Fregatten efter den Paraboliska Constructions Methoden||Demonstrationsmodell för skeppsritningar|Erkännande-Dela lika|Sjöhistoriska museet|021025899990
O 08745|Föremål|Modell|||||||Karlsson, Anneli|||||||||||Demonstrationsmodell, Skeppsritningar|Demonstrationsmodell , segmentformad av gråmålat trä med grön översida. Text å opklistrad lapp: ' Andra ämnet för Demostrations Modellen, som är paraboliskt Constructions Methoden||Demonstrationsmodell för skeppsritningar|Erkännande-Dela lika|Sjöhistoriska museet|021025915847
O 08750|Föremål|Modell|||||||Karlsson, Anneli|||||||||||Demonstrationsmodell, Skeppsritningar|Demonstrationsmodell lika föreg.N:o 8749 samma text||Demonstrationsmodell för skeppsritningar|Erkännande-Dela lika|Sjöhistoriska museet|021025899991
O 08751|Föremål|Modell|||||||Karlsson, Anneli|||||||||||Demonstrationsmodell, Skeppsritningar|Demonstationsmodell||Demonstrationsmodell för skeppsritningar|Erkännande-Dela lika|Sjöhistoriska museet|021025899992
O 08824.a-b|Föremål|Flagga|||||||Billemyr, Mattias|||||||||||Ubåt|a) örlogsflagga, svensk. Tungorna nedslitna till hälften. b) flagglina|||Erkännande-Dela lika|Sjöhistoriska museet|011024825758
O 09119|Föremål|Lykta|Järnplåt, Glas||||||Karlsson, Anneli|||||||||||Varvslykta, Belysning|Varvslykta, av rödmålad järnplåt, konisk och sexkantig, stympad med basen uppåt|||Erkännande-Dela lika|Sjöhistoriska museet|021025899994
O 09136|Föremål|Radiosändare|||||||Orstadius, Hans|||||||||||Leydnerflaskor, Porslinsisolator, Radiosändare|Radiosändare m/1906|||Erkännande-Dela lika|Sjöhistoriska museet|021025899993
O 09237|Föremål|Brandspruta|||||||Orstadius, Hans|||||||||||Brandskydd, Släckning||||Erkännande-Dela lika|Sjöhistoriska museet|011024825961
O 09429|Föremål|Kaffekittel|||||||Okänd fotograf|||||||||||Kronmärkning||||Erkännande-Dela lika|Sjöhistoriska museet|021025899995
O 09458|Föremål|Marinmotiv||Olsen, Benjamin|||||Okänd fotograf||||||JARRAMAS||NAJADEN|||Skeppsgossefartyg i hårt och mulet väder|Ram: Mattförgylld|Hårt väder, Mulet, Najad, Skeppsgossefartyg||Utgången skyddstid|Sjöhistoriska museet|021025899996
